Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
1,Ti 27.72 Zr 39.6 Al19.8 Nb11.88 Si1,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,ultimate compressive strength,EXP,strain rate 1e-3,298,2492000000.0,None,Pa,T1,10.1016/j.jmrt.2024.08.128
1,Ti 27.72 Zr 39.6 Al19.8 Nb11.88 Si1,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,compressive ductility,EXP,strain rate 1e-3,298,28.0,None,%,T1,10.1016/j.jmrt.2024.08.128
1,Ti 27.16 Zr38.8 Al19.4 Nb11.64 Si3,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,compressive yield strength,EXP,strain rate 1e-3,298,1938000000.0,None,Pa,T1,10.1016/j.jmrt.2024.08.128
1,Ti 27.16 Zr38.8 Al19.4 Nb11.64 Si3,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,ultimate compressive strength,EXP,strain rate 1e-3,298,2051000000.0,None,Pa,T1,10.1016/j.jmrt.2024.08.128
1,Ti 27.16 Zr38.8 Al19.4 Nb11.64 Si3,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,compressive ductility,EXP,strain rate 1e-3,298,6.7,None,%,T1,10.1016/j.jmrt.2024.08.128
1,Ti26.6 Zr38 Al19 Nb11.4 Si5,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,compressive yield strength,EXP,strain rate 1e-3,298,1756000000.0,None,Pa,T1,10.1016/j.jmrt.2024.08.128
1,Ti26.6 Zr38 Al19 Nb11.4 Si5,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,ultimate compressive strength,EXP,strain rate 1e-3,298,2014000000.0,None,Pa,T1,10.1016/j.jmrt.2024.08.128
1,Ti26.6 Zr38 Al19 Nb11.4 Si5,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,compressive ductility,EXP,strain rate 1e-3,298,9.9,None,%,T1,10.1016/j.jmrt.2024.08.128
1,Ti25.2 Zr36 Al18 Nb10.8 Si10,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,ultimate compressive strength,EXP,strain rate 1e-3,298,1508000000.0,None,Pa,T1,10.1016/j.jmrt.2024.08.128
1,Ti25.2 Zr36 Al18 Nb10.8 Si10,BCC+B2,A+WQ,Arc melting. The ingots were re-melted five times. Heat treatment was conducted at 1200 ◦C for 24h, followed by water quenching to room temperature.,compressive ductility,EXP,strain rate 1e-3,298,5.0,None,%,T1,10.1016/j.jmrt.2024.08.128
2,Ti26 V23 Zr25 Nb26,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,76500000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Ti26 V23 Zr25 Nb26,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,Al23 Ti18 Zr12 Cr13 Nb19 Mo15,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,617000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Al23 Ti18 Zr12 Cr13 Nb19 Mo15,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,2.2,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr22 Nb22 Mo14 Hf22 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,717000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr22 Nb22 Mo14 Hf22 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,32.8,None,%,TS2,10.1016/j.eng.2023.11.026
2,Ti18 Zr10 Nb21 Mo10 Hf21 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,550000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Ti18 Zr10 Nb21 Mo10 Hf21 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr23 Nb23 Mo11 Hf23 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,663000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr23 Nb23 Mo11 Hf23 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,V20 Cr21 Nb17 Mo21 Hf21,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,548000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,V20 Cr21 Nb17 Mo21 Hf21,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,4.3,None,%,TS2,10.1016/j.eng.2023.11.026
2,Ti26 V22 Zr26 Nb26,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,59000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Ti26 V22 Zr26 Nb26,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,Al15 Ti14 Zr22 Cr12 Nb22 Ta15,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,366000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Al15 Ti14 Zr22 Cr12 Nb22 Ta15,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,6.52,None,%,TS2,10.1016/j.eng.2023.11.026
2,Al18 Ti18 Zr12 Cr14 Nb20 Mo18,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,552000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Al18 Ti18 Zr12 Cr14 Nb20 Mo18,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,30.3,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr21 Nb20 Mo16 Hf23 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,710000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr21 Nb20 Mo16 Hf23 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,17.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,Ti18 Zr21 Nb20 Hf23 Ta18,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,188000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Ti18 Zr21 Nb20 Hf23 Ta18,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,Ti17 Zr18 Nb18 Mo10 Hf20 Ta17,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,433000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Ti17 Zr18 Nb18 Mo10 Hf20 Ta17,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,22.6,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr19 Nb23 Mo20 Hf18 Ta20,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,958000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr19 Nb23 Mo20 Hf18 Ta20,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,17.4,None,%,TS2,10.1016/j.eng.2023.11.026
2,Al17 Ti19 Zr11 Cr13 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,890000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Al17 Ti19 Zr11 Cr13 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,4.03,None,%,TS2,10.1016/j.eng.2023.11.026
2,Al14 Ti20 Zr7 Cr19 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,745000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Al14 Ti20 Zr7 Cr19 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,4.95,None,%,TS2,10.1016/j.eng.2023.11.026
2,Al6 Ti16 Zr21 Nb18 Hf26 Ta13,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,104000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Al6 Ti16 Zr21 Nb18 Hf26 Ta13,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr19 Nb26 Mo20 Hf16 Ta19,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,974000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr19 Nb26 Mo20 Hf16 Ta19,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,30.5,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr21 Nb26 Mo14 Hf19 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,870000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr21 Nb26 Mo14 Hf19 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,34.5,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr23 Nb28 Mo14 Hf15 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,894000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr23 Nb28 Mo14 Hf15 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,35.7,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr17 Nb25 Mo22 Hf16 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,892000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr17 Nb25 Mo22 Hf16 Ta20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,25.4,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr13 Nb27 Mo26 Hf13 Ta21,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,1061000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr13 Nb27 Mo26 Hf13 Ta21,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,17.2,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr15 Nb31 Mo23 Hf14 Ta17,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,979000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr15 Nb31 Mo23 Hf14 Ta17,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,20.1,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr21 Nb22 Mo21 Hf15 Ta21,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,998000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr21 Nb22 Mo21 Hf15 Ta21,BCC+Laves,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,15.7,None,%,TS2,10.1016/j.eng.2023.11.026
2,Zr24 Nb29 Mo9 Hf20 Ta18,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,714000000.0,None,Pa,TS2,10.1016/j.eng.2023.11.026
2,Zr24 Nb29 Mo9 Hf20 Ta18,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,TS2,10.1016/j.eng.2023.11.026
2,Ta Nb Hf Zr Ti,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,295000000.0,None,Pa,T1,10.1016/j.eng.2023.11.026
2,Ta Nb Hf Zr Ti,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,50.0,None,%,T1,10.1016/j.eng.2023.11.026
2,Ti32.5 Nb34.7 Mo32.8,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,504000000.0,None,Pa,T1,10.1016/j.eng.2023.11.026
2,Ti32.5 Nb34.7 Mo32.8,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,32.4,None,%,T1,10.1016/j.eng.2023.11.026
2,Ti Nb Mo Hf Ta,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,778000000.0,None,Pa,T1,10.1016/j.eng.2023.11.026
2,Ti Nb Mo Hf Ta,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,27.0,None,%,T1,10.1016/j.eng.2023.11.026
2,V Nb Mo Ta,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,811000000.0,None,Pa,T1,10.1016/j.eng.2023.11.026
2,V Nb Mo Ta,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,25.0,None,%,T1,10.1016/j.eng.2023.11.026
2,Al10 Ti20 Zr10 Cr20 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,927000000.0,None,Pa,T1,10.1016/j.eng.2023.11.026
2,Al10 Ti20 Zr10 Cr20 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,16.0,None,%,T1,10.1016/j.eng.2023.11.026
2,Zr Nb Mo Hf Ta,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,1062000000.0,None,Pa,T1,10.1016/j.eng.2023.11.026
2,Zr Nb Mo Hf Ta,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,5.1,None,%,T1,10.1016/j.eng.2023.11.026
2,Al2.5 Ti20 V7.5 Zr10 Cr20 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive yield strength,EXP,strain rate 1e-3,1273,1207000000.0,None,Pa,T1,10.1016/j.eng.2023.11.026
2,Al2.5 Ti20 V7.5 Zr10 Cr20 Nb20 Mo20,BCC,AC,Arc melting. Remelted at least five times to improve its chemical homogeneity,compressive ductility,EXP,strain rate 1e-3,298,4.3,None,%,T1,10.1016/j.eng.2023.11.026
3,Co3 Ni3 Ti2 Zr2 Hf2,B2,H+WQ,Arc melting. Remelted at least ﬁve time. Homogenized at 1000 °C for 24 h. Water quenching with cooling rate estimated to be hundreds of Kelvin per second,compressive yield strength,EXP,strain rate 1e-3,298,1538000000.0,27000000.0,Pa,TS1,10.1038/s41467-024-51204-0
3,Co3 Ni3 Ti2 Zr2 Hf2,B2,H+WQ,Arc melting. Remelted at least ﬁve time. Homogenized at 1000 °C for 24 h. Water quenching with cooling rate estimated to be hundreds of Kelvin per second,compressive yield strength,EXP,strain rate 1e-3,673,1308000000.0,25000000.0,Pa,TS1,10.1038/s41467-024-51204-0
3,Co3 Ni3 Ti2 Zr2 Hf2,B2,H+WQ,Arc melting. Remelted at least ﬁve time. Homogenized at 1000 °C for 24 h. Water quenching with cooling rate estimated to be hundreds of Kelvin per second,compressive yield strength,EXP,strain rate 1e-3,873,1067000000.0,4000000.0,Pa,TS1,10.1038/s41467-024-51204-0
3,Co3 Ni3 Ti2 Zr2 Hf2,B2,H+WQ,Arc melting. Remelted at least ﬁve time. Homogenized at 1000 °C for 24 h. Water quenching with cooling rate estimated to be hundreds of Kelvin per second,compressive yield strength,EXP,strain rate 1e-3,1073,564000000.0,27000000.0,Pa,TS1,10.1038/s41467-024-51204-0
3,Co3 Ni3 Ti2 Zr2 Hf2,B2,H+WQ,Arc melting. Remelted at least ﬁve time. Homogenized at 1000 °C for 24 h. Water quenching with cooling rate estimated to be hundreds of Kelvin per second,compressive yield strength,EXP,strain rate 1e-3,1273,238000000.0,33000000.0,Pa,TS1,10.1038/s41467-024-51204-0
3,Co3 Ni3 Ti2 Zr2 Hf2,B2,H+WQ,Arc melting. Remelted at least ﬁve time. Homogenized at 1000 °C for 24 h. Water quenching with cooling rate estimated to be hundreds of Kelvin per second,compressive yield strength,EXP,strain rate 1e-3,1423,101000000.0,27000000.0,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Nb Ti V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,1020000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Nb Ti V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,873,810000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Nb Ti V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,685000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Nb Ti V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,158000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Cr Mo Ti,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,673,1069000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Cr Mo Ti,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,873,1025000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Cr Mo Ti,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,891000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al Cr Mo Ti,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,374000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Cr1 Nb2 Ti2 V2,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,1300000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Cr1 Nb2 Ti2 V2,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,873,1005000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Cr1 Nb2 Ti2 V2,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,640000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Cr1 Nb2 Ti2 V2,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,40000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Hf3 Nb5 Ta5 Ti5 Zr5,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,1841000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Hf3 Nb5 Ta5 Ti5 Zr5,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,796000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Hf3 Nb5 Ta5 Ti5 Zr5,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,298000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Al2 Hf3 Nb5 Ta5 Ti5 Zr5,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1473,89000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Cr Mo Nb V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,1497000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Cr Mo Nb V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,573,1415000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Cr Mo Nb V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,773,1254000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Cr Mo Nb V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,973,1156000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Cr Mo Nb V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,1100000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Cr Mo Nb V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1173,1066000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Cr Mo Nb V,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,1057000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,298,929000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,673,790000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,873,675000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1073,535000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1273,295000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
3,Hf Nb Ta Ti Zr,BCC,?,None,compressive yield strength,EXP,strain rate 1e-3,1473,92000000.0,None,Pa,TS1,10.1038/s41467-024-51204-0
