Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 100 MPa,850,3.4e-09,-,%/s,T6,CDS No.49A
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 400 MPa,850,2.73056e-05,-,%/s,T6,CDS No.49A
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 200 MPa,850,6.47e-08,-,%/s,T6,CDS No.49A
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 100 MPa,900,1.5e-08,-,%/s,T6,CDS No.49A
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 300 MPa,900,3.16667e-05,-,%/s,T6,CDS No.49A
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 150 MPa,900,2.075e-07,-,%/s,T6,CDS No.49A
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 200 MPa,900,7.528e-07,-,%/s,T6,CDS No.49A
1,Ni60.06 Cr17.4 Mo1.05 W0.81 Al7.34 Ti4.15 Nb0.6 Ta0.54 Co8.06 ,FCC+L12,HIP,HIP 100MPa@1176C (2h) > Gas fan cooling@1176C (2h) > Gas fan cooling@843C (24h),creep rate,EXP,stress = 250 MPa,900,5.5278e-06,-,%/s,T6,CDS No.49A
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.7 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 412 MPa,700,6.92e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.8,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 333 MPa,700,6.4e-09,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.9,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 294 MPa,700,2.2e-09,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.10,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 373 MPa,700,3.36e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.11,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 235 MPa,750,1.54e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.12,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 294 MPa,750,5.14e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.13,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 265 MPa,750,1.92e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.14,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 196 MPa,750,3.8e-09,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.15,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 235 MPa,800,2.275e-07,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.16,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 196 MPa,800,7.17e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.17,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 157 MPa,800,2.09e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.18,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 137 MPa,800,1.59e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.19,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 98 MPa,850,3.78e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.20,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 118 MPa,850,8.97e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.21,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 69 MPa,850,1.38e-08,-,%/s,T7,CDS No.24B
2,Ni45.23 Cr15.65 Mo2.2 Al6.43 Ti2.79 Co27.22,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 88 MPa,850,2.78e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 333 MPa,700,1.66e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 412 MPa,700,7.64e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 294 MPa,700,6.7e-09,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 373 MPa,700,4.5e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 294 MPa,725,3.97e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 294 MPa,750,1.289e-07,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 196 MPa,750,3.8e-09,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 265 MPa,750,6.47e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 235 MPa,750,1.98e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 137 MPa,800,3.9e-09,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 196 MPa,800,6.58e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 157 MPa,800,1.11e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 235 MPa,800,2.517e-07,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 137 MPa,825,3.42e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 98 MPa,825,1.29e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 196 MPa,825,3.222e-07,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 235 MPa,825,1.6722e-06,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 177 MPa,850,9.444e-07,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 98 MPa,850,2.09e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 118 MPa,850,3.11e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 69 MPa,850,1.81e-08,-,%/s,T7,CDS No.24B
3,Ni45.14 Cr16.4 Mo2.13 Al6.25 Ti2.66 Fe0.73 Co26.69 ,FCC,A,Air cooling@1200C (2h) > Air cooling@870C (24h),creep rate,EXP,stress = 88 MPa,850,2.68e-08,-,%/s,T7,CDS No.24B
4,Ni49.35 Cr20.71 Mo2.41 Al6.43 Ti3.53 Co17.55 ,FCC+L12,A,Air cooling@1080C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 157 MPa,800,4.2e-09,-,%/s,T7,CDS No.34B
4,Ni49.35 Cr20.71 Mo2.41 Al6.43 Ti3.53 Co17.55 ,FCC+L12,A,Air cooling@1080C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 137 MPa,800,5.3e-09,-,%/s,T7,CDS No.34B
4,Ni49.35 Cr20.71 Mo2.41 Al6.43 Ti3.53 Co17.55 ,FCC+L12,A,Air cooling@1080C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 235 MPa,800,1.117e-07,-,%/s,T7,CDS No.34B
4,Ni49.35 Cr20.71 Mo2.41 Al6.43 Ti3.53 Co17.55 ,FCC+L12,A,Air cooling@1080C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 53 MPa,900,2.59e-08,-,%/s,T7,CDS No.34B
4,Ni49.35 Cr20.71 Mo2.41 Al6.43 Ti3.53 Co17.55 ,FCC+L12,A,Air cooling@1080C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 69 MPa,900,1.225e-07,-,%/s,T7,CDS No.34B
4,Ni49.35 Cr20.71 Mo2.41 Al6.43 Ti3.53 Co17.55 ,FCC+L12,A,Air cooling@1080C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 24 MPa,1000,8.67e-08,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 157 MPa,800,1.45e-07,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 137 MPa,800,3.03e-08,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 235 MPa,800,2.519e-07,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 69 MPa,900,5.17e-08,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 69 MPa,900,3.167e-07,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 53 MPa,900,9.08e-08,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 47 MPa,900,7.86e-08,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 24 MPa,1000,1.5694e-06,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 29 MPa,1000,5.4722e-06,-,%/s,T7,CDS No.34B
5,Ni52.63 Cr18.25 Mo2.22 Al5.55 Ti3.24 Fe0.74 Co17.38 ,FCC+L12,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 24 MPa,1000,4.389e-07,-,%/s,T7,CDS No.34B
6,Ni47.46 Cr20.75 Mo2.41 Al5.84 Ti3.35 Fe2.33 Co17.88 ,FCC,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 157 MPa,800,2.41e-08,-,%/s,T7,CDS No.34B
6,Ni47.46 Cr20.75 Mo2.41 Al5.84 Ti3.35 Fe2.33 Co17.88 ,FCC,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 137 MPa,800,9.6e-09,-,%/s,T7,CDS No.34B
6,Ni47.46 Cr20.75 Mo2.41 Al5.84 Ti3.35 Fe2.33 Co17.88 ,FCC,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 235 MPa,800,7.28e-08,-,%/s,T7,CDS No.34B
6,Ni47.46 Cr20.75 Mo2.41 Al5.84 Ti3.35 Fe2.33 Co17.88 ,FCC,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 69 MPa,900,4.64e-08,-,%/s,T7,CDS No.34B
6,Ni47.46 Cr20.75 Mo2.41 Al5.84 Ti3.35 Fe2.33 Co17.88 ,FCC,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 53 MPa,900,7.9e-09,-,%/s,T7,CDS No.34B
6,Ni47.46 Cr20.75 Mo2.41 Al5.84 Ti3.35 Fe2.33 Co17.88 ,FCC,A,Air cooling@1079C (4h) > Air cooling@843C (24h) > Air cooling@760C (16h),creep rate,EXP,stress = 24 MPa,1000,9.08e-08,-,%/s,T7,CDS No.34B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 157 MPa,850,3.97e-08,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 137 MPa,850,5.5e-09,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 118 MPa,900,1.3e-08,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 118 MPa,900,1.89e-08,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 98 MPa,900,1.37e-08,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 88 MPa,900,3.9e-09,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 78 MPa,950,2.44e-08,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 61 MPa,950,5.5e-09,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 41 MPa,1000,1.31e-08,-,%/s,T7,CDS No.29B
7,Ni67.54 Cr13.06 Mo2.94 Al12.48 Ti0.98 Nb0.62 Ta0.32 Fe1.45 Co0.61 ,FCC,AC,None,creep rate,EXP,stress = 47 MPa,1000,5.3e-09,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 137 MPa,850,7e-09,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 157 MPa,850,1.75e-08,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 98 MPa,950,1.57e-08,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 118 MPa,950,2.74e-08,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 61 MPa,1000,3.1e-09,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 47 MPa,1000,1.83e-08,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 78 MPa,1000,2.21e-08,-,%/s,T7,CDS No.29B
8,Ni66.94 Cr13.03 Mo2.93 Al12.96 Ti1 Nb0.62 Ta0.32 Fe1.5 Co0.7 ,FCC,AC,None,creep rate,EXP,stress = 37 MPa,1000,2.4e-09,-,%/s,T7,CDS No.29B
9,Ni68.89 Cr14.26 Mo2.47 Al12.55 Ti0.84 Nb0.66 Ta0.34 ,FCC+L12,AC,None,creep rate,EXP,stress = 118 MPa,850,6.3e-09,-,%/s,T7,CDS No.29B
9,Ni68.89 Cr14.26 Mo2.47 Al12.55 Ti0.84 Nb0.66 Ta0.34 ,FCC+L12,AC,None,creep rate,EXP,stress = 137 MPa,850,1.89e-08,-,%/s,T7,CDS No.29B
