Name:,Ricardo Amaral
Email:,rna5137@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,None

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
YDNiCrAI,Ni68.5968 Cr16.1846 Al10.0781 O4.37222 Y0.425947 Fe0.178947 N0.0976318 C0.0656866,FCC+Y2O3,PMP+HE+HW+RX,Consolidated by hot extrusion + hot worked + recrystallization,creep rate,EXP,56.09,1366.0,2.487e-07,None,%/s,P5.99,Boyer_1988_AtlasOfCreep
YDNiCrAI,Ni68.5968 Cr16.1846 Al10.0781 O4.37222 Y0.425947 Fe0.178947 N0.0976318 C0.0656866,FCC+Y2O3,PMP+HE+HW+RX,Consolidated by hot extrusion + hot worked + recrystallization,creep rate,EXP,56.82,1366.0,2.444e-07,None,%/s,P5.99,Boyer_1988_AtlasOfCreep
YDNiCrAI,Ni68.5968 Cr16.1846 Al10.0781 O4.37222 Y0.425947 Fe0.178947 N0.0976318 C0.0656866,FCC+Y2O3,PMP+HE+HW+RX,Consolidated by hot extrusion + hot worked + recrystallization,creep rate,EXP,53.28,1366.0,3.908e-07,None,%/s,P5.99,Boyer_1988_AtlasOfCreep
YDNiCrAI,Ni68.5968 Cr16.1846 Al10.0781 O4.37222 Y0.425947 Fe0.178947 N0.0976318 C0.0656866,FCC+Y2O3,PMP+HE+HW+RX,Consolidated by hot extrusion + hot worked + recrystallization,creep rate,EXP,54.75,1366.0,1.5027e-06,None,%/s,P5.99,Boyer_1988_AtlasOfCreep
YDNiCrAI,Ni68.5968 Cr16.1846 Al10.0781 O4.37222 Y0.425947 Fe0.178947 N0.0976318 C0.0656866,FCC+Y2O3,PMP+HE+HW+RX,Consolidated by hot extrusion + hot worked + recrystallization,creep rate,EXP,63.56,1366.0,5.90697e-05,None,%/s,P5.99,Boyer_1988_AtlasOfCreep
YDNiCrAI,Ni68.5968 Cr16.1846 Al10.0781 O4.37222 Y0.425947 Fe0.178947 N0.0976318 C0.0656866,FCC+Y2O3,PMP+HE+HW+RX,Consolidated by hot extrusion + hot worked + recrystallization,creep rate,EXP,118.98,1255.0,1.1313e-06,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,136.53,1255.0,2.8852e-06,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,171.18,1255.0,5.6414e-06,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,204.42,1255.0,2.88523e-05,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,236.2,1255.0,0.0003401023,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,34.14,1477.0,2.24022e-05,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,40.68,1477.0,3.07364e-05,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,47.39,1477.0,9.12391e-05,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,57.04,1477.0,0.0001420655,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Cb-753,Ni93.4555 V5.74277 Zr0.801722,None,AC,None,creep rate,EXP,67.55,1477.0,0.0002921968,None,%/s,P8.41,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,36.77,1873.0,5.297e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,45.64,1873.0,9.881e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,55.03,1873.0,1.967e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,66.43,1873.0,4.6587e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,74.47,1873.0,9.7539e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,11.17,2473.0,5.24e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,14.81,2473.0,9.846e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,19.21,2473.0,2.0035e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,24.76,2473.0,4.6443e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,29.87,2473.0,9.8678e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Re,Re100,None,AC,None,creep rate,EXP,36.84,2473.0,2.22182e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,14.11,1873.0,5.206e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,17.64,1873.0,9.78e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,21.59,1873.0,2.0043e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,28.45,1873.0,4.6463e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,34.82,1873.0,9.8726e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,42.95,1873.0,2.22289e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,5.34,2473.0,5.4595e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,5.38,2473.0,5.7852e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,6.29,2473.0,9.7488e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,7.32,2473.0,1.95453e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,7.24,2473.0,3.53907e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,7.24,2473.0,3.83249e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,5.31,2473.0,6.8829e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,6.27,2473.0,1.6902e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo-50Re,Mo65.9964 Re34.0036,None,PMP,None,creep rate,EXP,7.24,2473.0,3.33989e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,13.23,1873.0,2.0451e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,15.51,1873.0,4.7051e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,17.91,1873.0,9.852e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,21.45,1873.0,2.31653e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,1.46,2473.0,5.244e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,1.65,2473.0,9.638e-07,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,1.89,2473.0,1.9462e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,2.25,2473.0,4.6429e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,2.58,2473.0,9.6513e-06,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
Mo,Mo100,None,AC,None,creep rate,EXP,3.16,2473.0,2.43995e-05,None,%/s,P8.10,Boyer_1988_AtlasOfCreep
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,412.78,423.0,4.42e-08,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,119.84,503.0,2.9e-09,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,136.57,503.0,9.6e-09,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,210.45,503.0,8.12e-08,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,344.44,503.0,7.171e-07,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,341.0,503.0,1.3595e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,341.0,503.0,1.8445e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,425.42,503.0,3.2868e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,416.95,503.0,4.1634e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,408.65,503.0,5.2222e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,66.88,588.0,6.2e-09,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,73.96,588.0,6.8e-09,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,82.61,588.0,1.56e-08,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,102.03,588.0,5.42e-08,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,104.1,588.0,6.6e-08,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,137.96,588.0,5.508e-07,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,137.96,588.0,6.198e-07,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,151.02,588.0,2.0769e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,151.02,588.0,2.2917e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,168.68,588.0,4.9302e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,172.11,588.0,7.8273e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,175.61,588.0,8.4661e-06,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,206.26,588.0,2.42134e-05,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,198.13,588.0,3.55587e-05,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,230.38,588.0,7.49708e-05,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
C95400,Cu73.6196 Al22.4382 Fe3.9422,None,AC,None,creep rate,EXP,235.06,588.0,8.6022e-05,None,%/s,F47,10.31399/asm.hb.v02.9781627081627
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,32.28,1873.0,4.799e-07,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,40.72,1873.0,1.1278e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,67.48,1873.0,4.3944e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,99.53,1873.0,2.11835e-05,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,6.82,2473.0,2.941e-07,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,10.16,2473.0,3.2617e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,12.85,2473.0,4.9396e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,13.63,2473.0,7.1026e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,14.81,2473.0,8.3858e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,16.73,2473.0,9.8984e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,19.8,2473.0,3.22287e-05,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,26.55,2473.0,8.1044e-05,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,6.06,2673.0,1.4663e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,8.79,2673.0,8.2256e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,11.45,2673.0,1.6735e-05,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,15.33,2673.0,4.71463e-05,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,1.85,2873.0,7.7e-08,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,2.32,2873.0,1.389e-07,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
W-25Re,W75.2391 Re24.7609,None,PMP,Sintered at 2400°C,creep rate,EXP,4.44,2873.0,2.5542e-06,None,%/s,P8.85,Boyer_1988_AtlasOfCreep
